Date,BTC_RET,ETH_RET,BTC_Open_R(-1),BTC_High_R(-1),BTC_Low_R(-1),BTC_Close_R(-1),BTC_Adj_R(-1),BTC_Volume_R(-1),ETH_Open_R(-1),ETH_High_R(-1),ETH_Low_R(-1),ETH_Close_R(-1),ETH_Ajd_R(-1),ETH_Volume_R(-1),BTC_Open_R(-2),BTC_High_R(-2),BTC_Low_R(-2),BTC_Close_R(-2),BTC_Adj_R(-2),BTC_Volume_R(-2),ETH_Open_R(-2),ETH_High_R(-2),ETH_Low_R(-2),ETH_Close_R(-2),ETH_Ajd_R(-2),ETH_Volume_R(-2),rbtc_ret,reth_ret,z_score,z_score(-1),z_score(-2),z_score_singel_for_lable,port_outa_z_score_singel_for_lable,speed_BTC_Adj_R(-1),speed_BTC_Adj_R(-2),speed_BTC_Close_R(-1),speed_BTC_Close_R(-2),speed_BTC_Volume_R(-1),speed_BTC_Volume_R(-2),speed_ETH_Adj_R(-1),speed_ETH_Adj_R(-2),speed_ETH_Close_R(-1),speed_ETH_Close_R(-2),speed_ETH_Volume_R(-1),speed_ETH_Volume_R(-2),rbtc_ret(-1),rbtc_ret(-2),reth_ret(-1),reth_ret(-2),rrbtc(-1),rrbtc(-2),rreth(-1),rreth(-2),up_th(-1),lw_th(-1),up_th(-2),lw_th(-2),up_th(-3),lw_th(-3),speed_z_score(-1),speed_z_score(-2),rate_z_score(-1),rate_z_score(-2)
2017-11-17,-0.020668967939835303,0.0044421110914172335,0.10376871101151997,0.08514145974496912,0.08166389313855738,0.07602308228430132,0.07602308228430132,0.21969911920324137,-0.013377153298723798,-0.013941987667357436,-0.01881975832658478,-0.007298432124233423,-0.007298432124233423,0.10321231890167404,0.01116817933977976,0.08533211054546985,0.026774444326227442,0.10244358799871911,0.10244358799871911,0.31396170509510557,0.06693012989790637,0.0021605968285409727,0.04119795485221611,-0.012658841109222885,-0.012658841109222885,-0.3244091840550445,-0.020668967939835303,0.0044421110914172335,-0.40598574721354935,-1.4276191648407188,-1.6452653534500934,-1.0,-0.020668967939835303,-1.033014986620016,-9.811927342167111,-1.033014986620016,-9.811927342167111,-0.8170781307314345,-3.615093341962403,-0.6446636437249406,-1.9107278587247156,-0.6446636437249406,-1.9107278587247156,-0.8998560051284663,11.240954184428482,0.07602308228430132,0.10244358799871911,-0.007298432124233423,-0.012658841109222885,-1.033014986620016,-9.811927342167111,-0.6446636437249406,-1.9107278587247156,2.5685030536635773,0.9611347141788324,-1.8099512607407964,-4.844966372903974,-0.4407847042297768,-0.4407847042297768,-1.0806730439933865,-1.8677623188325485,-0.13228637444590574,1.6397840951278666
2017-11-18,0.01052792460507379,0.04578297589756475,0.07241734162350766,0.00467028828608651,0.05357841220179904,-0.020668967939835303,-0.020668967939835303,-0.09214623398729005,-0.009824770781584946,-0.003554887230058479,0.012104296137249504,0.0044421110914172335,0.0044421110914172335,-0.2201569643770851,0.10376871101151997,0.08514145974496912,0.08166389313855738,0.07602308228430132,0.07602308228430132,0.21969911920324137,-0.013377153298723798,-0.013941987667357436,-0.01881975832658478,-0.007298432124233423,-0.007298432124233423,0.10321231890167404,0.01052792460507379,0.04578297589756475,0.46083666271972884,-0.40598574721354935,-1.4276191648407188,1.0,0.04578297589756475,3.9316125595228737,-1.033014986620016,3.9316125595228737,-1.033014986620016,3.727682370047666,-0.8170781307314345,2.7988718226373615,-0.6446636437249406,2.7988718226373615,-0.6446636437249406,1.376844848393603,-0.8998560051284663,-0.020668967939835303,0.07602308228430132,0.0044421110914172335,-0.007298432124233423,3.9316125595228737,-1.033014986620016,2.7988718226373615,-0.6446636437249406,-0.08232937570361076,-0.04477088760583259,2.5685030536635773,0.9611347141788324,-1.8099512607407964,-1.8099512607407964,4.409630560154354,-1.0806730439933865,-0.7156204138945937,-0.13228637444590574
2017-11-19,0.03162202719066243,0.01948720650012503,-0.019909400028388258,-0.014941378847584952,-0.012914791962757466,0.01052792460507379,0.01052792460507379,-0.21164011991688103,0.005491217601178322,0.043742039522234766,0.0005007326499490983,0.04578297589756475,0.04578297589756475,0.04488419363146812,0.07241734162350766,0.00467028828608651,0.05357841220179904,-0.020668967939835303,-0.020668967939835303,-0.09214623398729005,-0.009824770781584946,-0.003554887230058479,0.012104296137249504,0.0044421110914172335,0.0044421110914172335,-0.2201569643770851,0.03162202719066243,0.01948720650012503,0.6747480438020994,0.46083666271972884,-0.40598574721354935,-1.0,0.03162202719066243,0.18671723601152568,3.9316125595228737,0.18671723601152568,3.9316125595228737,-1.9136021922750799,3.727682370047666,-6.785375123231102,2.7988718226373615,-6.785375123231102,2.7988718226373615,-0.6157501881223189,1.376844848393603,0.01052792460507379,-0.020668967939835303,0.04578297589756475,0.0044421110914172335,0.18671723601152568,3.9316125595228737,-6.785375123231102,2.7988718226373615,-0.7186688106415445,-0.540639939298496,-0.08232937570361076,-0.04477088760583259,2.5685030536635773,2.5685030536635773,1.9835726854413727,4.409630560154354,-2.1351055200401596,-0.7156204138945937
2017-11-20,0.020425510300550398,0.03483214668306278,0.008940879171544402,0.02751048706811665,0.030905340976930207,0.03162202719066243,0.03162202719066243,-0.14121713839220928,0.04645156178053589,0.06199655610573718,0.05204044684646014,0.01948720650012503,0.01948720650012503,0.8187486090736034,-0.019909400028388258,-0.014941378847584952,-0.012914791962757466,0.01052792460507379,0.01052792460507379,-0.21164011991688103,0.005491217601178322,0.043742039522234766,0.0005007326499490983,0.04578297589756475,0.04578297589756475,0.04488419363146812,0.020425510300550398,0.03483214668306278,0.43818936111657575,0.6747480438020994,0.46083666271972884,0.0,0.0,-2.327473139573459,0.18671723601152568,-2.327473139573459,0.18671723601152568,-1.256595074061583,-1.9136021922750799,-1.0617151405242224,-6.785375123231102,-1.0617151405242224,-6.785375123231102,-15.321567613932183,-0.6157501881223189,0.03162202719066243,0.01052792460507379,0.01948720650012503,0.04578297589756475,-2.327473139573459,0.18671723601152568,-1.0617151405242224,-6.785375123231102,-2.1639072651324387,-1.310041230493813,-0.7186688106415445,-0.540639939298496,-0.08232937570361076,-0.08232937570361076,-1.2174039975190178,1.9835726854413727,0.4641804751816523,-2.1351055200401596
2017-11-21,-0.015776803805438666,-0.017257954953682764,0.0351582528803045,0.02899935827247524,0.033176039092961185,0.020425510300550398,0.020425510300550398,0.10768360118747866,0.019265900631397548,0.0022785586903935062,0.024798432072405063,0.03483214668306278,0.03483214668306278,-0.31696442838644034,0.008940879171544402,0.02751048706811665,0.030905340976930207,0.03162202719066243,0.03162202719066243,-0.14121713839220928,0.04645156178053589,0.06199655610573718,0.05204044684646014,0.01948720650012503,0.01948720650012503,0.8187486090736034,-0.015776803805438666,-0.017257954953682764,0.4804454368521082,0.43818936111657575,0.6747480438020994,0.0,0.0,-1.1767156222013806,-2.327473139573459,-1.1767156222013806,-2.327473139573459,4.296907284396357,-1.256595074061583,-2.370988299788534,-1.0617151405242224,-2.370988299788534,-1.0617151405242224,-1.0804538046006804,-15.321567613932183,0.020425510300550398,0.03162202719066243,0.03483214668306278,0.01948720650012503,-1.1767156222013806,-2.327473139573459,-2.370988299788534,-1.0617151405242224,0.5988927155599255,1.8906932697340535,-2.1639072651324387,-1.310041230493813,-0.7186688106415445,-0.7186688106415445,-1.7552841834746835,-1.2174039975190178,-0.35058817118246477,0.4641804751816523
2017-11-22,0.02258507895370454,0.0561902076442764,0.02073254913822664,0.0014153775150242964,-0.023479865744397976,-0.015776803805438666,-0.015776803805438666,0.22622079294282615,0.037699026937282776,0.0008948527515368898,-0.007348115254133036,-0.017257954953682764,-0.017257954953682764,0.17705106592913422,0.0351582528803045,0.02899935827247524,0.033176039092961185,0.020425510300550398,0.020425510300550398,0.10768360118747866,0.019265900631397548,0.0022785586903935062,0.024798432072405063,0.03483214668306278,0.03483214668306278,-0.31696442838644034,0.02258507895370454,0.0561902076442764,0.3508168242260338,0.4804454368521082,0.43818936111657575,-1.0,0.02258507895370454,4.00576185814984,-1.1767156222013806,4.00576185814984,-1.1767156222013806,-1.6245486630075807,4.296907284396357,-2.899150366650427,-2.370988299788534,-2.899150366650427,-2.370988299788534,0.12360071885301016,-1.0804538046006804,-0.015776803805438666,0.020425510300550398,-0.017257954953682764,0.03483214668306278,4.00576185814984,-1.1767156222013806,-2.899150366650427,-2.370988299788534,0.010563249396674967,0.013838522666373088,0.5988927155599255,1.8906932697340535,-2.1639072651324387,-2.1639072651324387,-1.275061669271152,-1.7552841834746835,0.09643336759216914,-0.35058817118246477
2017-11-23,-0.026022716314653915,0.07753532472207425,-0.015573249385493537,-0.005557824819382939,0.04029008625597008,0.02258507895370454,0.02258507895370454,-0.1505700319592297,-0.01940704157645623,0.024028813535853066,0.02695808069750294,0.0561902076442764,0.0561902076442764,-0.1569545305249328,0.02073254913822664,0.0014153775150242964,-0.023479865744397976,-0.015776803805438666,-0.015776803805438666,0.22622079294282615,0.037699026937282776,0.0008948527515368898,-0.007348115254133036,-0.017257954953682764,-0.017257954953682764,0.17705106592913422,-0.026022716314653915,0.07753532472207425,0.17403968476953763,0.3508168242260338,0.4804454368521082,1.0,0.07753532472207425,0.3718842564889373,4.00576185814984,0.3718842564889373,4.00576185814984,-2.5130829422386975,-1.6245486630075807,1.8458803730463997,-2.899150366650427,1.8458803730463997,-2.899150366650427,0.21038951645485326,0.12360071885301016,0.02258507895370454,-0.015776803805438666,0.0561902076442764,-0.017257954953682764,0.3718842564889373,4.00576185814984,1.8458803730463997,-2.899150366650427,-0.21406283016679495,-0.19549644833134383,0.010563249396674967,0.013838522666373088,0.5988927155599255,0.5988927155599255,-3.7978824672406004,-1.275061669271152,-0.26980922844309796,0.09643336759216914
2017-11-24,0.026735484363164197,0.15785079208313424,0.019117434963836777,-0.004198781534677232,-0.0045446511888608265,-0.026022716314653915,-0.026022716314653915,0.16283057350922547,0.058635246551450804,0.115693957236507,0.0442625077565626,0.07753532472207425,0.07753532472207425,1.30474049886688,-0.015573249385493537,-0.005557824819382939,0.04029008625597008,0.02258507895370454,0.02258507895370454,-0.1505700319592297,-0.01940704157645623,0.024028813535853066,0.02695808069750294,0.0561902076442764,0.0561902076442764,-0.1569545305249328,0.026735484363164197,0.15785079208313424,0.28462071830910385,0.17403968476953763,0.3508168242260338,-1.0,0.026735484363164197,-0.11487741800722218,0.3718842564889373,-0.11487741800722218,0.3718842564889373,0.24966466483099015,-2.5130829422386975,-1.0892578249187765,1.8458803730463997,-1.0892578249187765,1.8458803730463997,3.936597465703681,0.21038951645485326,-0.026022716314653915,0.02258507895370454,0.07753532472207425,0.0561902076442764,-0.11487741800722218,0.3718842564889373,-1.0892578249187765,1.8458803730463997,-0.16768930120668812,-0.23667828767445687,-0.21406283016679495,-0.19549644833134383,0.010563249396674967,0.010563249396674967,0.8676216047205922,-3.7978824672406004,-0.5039015441933234,-0.26980922844309796
2017-11-25,0.06508961012823455,-0.018182374319202,-0.019236219117131914,0.012913341628653097,-0.01217099674605504,0.026735484363164197,0.026735484363164197,0.19725320363542087,0.08143376030373006,0.1302437968276342,0.07091420627586698,0.15785079208313424,0.15785079208313424,0.24226840622426415,0.019117434963836777,-0.004198781534677232,-0.0045446511888608265,-0.026022716314653915,-0.026022716314653915,0.16283057350922547,0.058635246551450804,0.115693957236507,0.0442625077565626,0.07753532472207425,0.07753532472207425,1.30474049886688,0.06508961012823455,-0.018182374319202,-0.6208418765153453,0.28462071830910385,0.17403968476953763,-1.0,0.06508961012823455,-0.05799536796118976,-0.11487741800722218,-0.05799536796118976,-0.11487741800722218,-1.1015656399428975,0.24966466483099015,1.726852686387307,-1.0892578249187765,1.726852686387307,-1.0892578249187765,-0.9125599344315776,3.936597465703681,0.026735484363164197,-0.026022716314653915,0.15785079208313424,0.07753532472207425,-0.05799536796118976,-0.11487741800722218,1.726852686387307,-1.0892578249187765,-0.21131130659555553,-0.1820397380599782,-0.16768930120668812,-0.23667828767445687,-0.21406283016679495,-0.21406283016679495,-2.2609174861819508,0.8676216047205922,0.6353782683874485,-0.5039015441933234
2017-11-26,0.06138491620992981,0.010839042938341592,0.02076907674251527,0.04976735073713079,0.03151012803583586,0.06508961012823455,0.06508961012823455,-0.14164960711928165,0.1531511116546309,0.008771790123969891,0.14473955592141396,-0.018182374319202,-0.018182374319202,-0.37977083788549526,-0.019236219117131914,0.012913341628653097,-0.01217099674605504,0.026735484363164197,0.026735484363164197,0.19725320363542087,0.08143376030373006,0.1302437968276342,0.07091420627586698,0.15785079208313424,0.15785079208313424,0.24226840622426415,0.06138491620992981,0.010839042938341592,1.5370181058733443,-0.6208418765153453,0.28462071830910385,-1.0,0.06138491620992981,-1.7075981409863008,-0.05799536796118976,-1.7075981409863008,-0.05799536796118976,-9.127238553576634,-1.1015656399428975,-2.076584578841252,1.726852686387307,-2.076584578841252,1.726852686387307,2.1530264514927757,-0.9125599344315776,0.06508961012823455,0.026735484363164197,-0.018182374319202,0.15785079208313424,-1.7075981409863008,-0.05799536796118976,-2.076584578841252,1.726852686387307,-0.8899086900174742,-1.4314265209598256,-0.21131130659555553,-0.1820397380599782,-0.16768930120668812,-0.16768930120668812,-6.006931466948379,-2.2609174861819508,-3.1812954454042885,0.6353782683874485
